borrower_id,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,persona,cluster,predicted_prob,risk_tier,recommended_action,loan_status
20065,28,42000,MORTGAGE,4.0,PERSONAL,B,10000,10.75,0.24,N,9,At-Risk Young Borrower,1,0.13389929,Low, Auto-Approve,0
20066,29,33000,RENT,6.0,MEDICAL,A,5000,8.9,0.15,N,7,Cautious Low-Income Borrower,0,0.27993238,Medium, Manual Review,0
20067,27,33000,RENT,9.0,PERSONAL,B,5000,10.0,0.15,N,10,Cautious Low-Income Borrower,0,0.423028,Medium, Manual Review,0
20068,27,42000,OWN,3.0,PERSONAL,B,8500,10.38,0.2,N,7,Cautious Low-Income Borrower,0,0.0022135319,Low, Auto-Approve,0
20069,27,33000,RENT,4.0,EDUCATION,C,5000,14.22,0.15,Y,10,Cautious Low-Income Borrower,0,0.46205792,Medium, Manual Review,0
20070,29,42000,MORTGAGE,5.0,MEDICAL,C,2500,13.98,0.06,N,8,Cautious Low-Income Borrower,0,0.22690274,Low, Auto-Approve,0
20071,28,33600,RENT,12.0,VENTURE,A,5000,5.42,0.15,N,8,Cautious Low-Income Borrower,0,0.021421742,Low, Auto-Approve,0
20072,27,42000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,4200,6.76,0.1,N,7,Cautious Low-Income Borrower,0,0.1343574,Low, Auto-Approve,0
20073,29,33600,RENT,0.0,DEBTCONSOLIDATION,C,5000,13.92,0.15,Y,10,Cautious Low-Income Borrower,0,0.50204647,High,  Senior Review + Collateral Check,0
20074,27,33600,RENT,8.0,MEDICAL,C,5000,12.87,0.15,Y,6,Cautious Low-Income Borrower,0,0.40492454,Medium, Manual Review,0
20075,29,42000,MORTGAGE,8.0,PERSONAL,C,7800,13.11,0.19,N,9,Cautious Low-Income Borrower,0,0.25720477,Medium, Manual Review,0
20076,30,42000,MORTGAGE,13.0,EDUCATION,D,3000,15.33,0.07,Y,9,Cautious Low-Income Borrower,0,0.45556816,Medium, Manual Review,0
20077,31,34000,RENT,3.0,DEBTCONSOLIDATION,A,5000,5.42,0.15,N,7,Cautious Low-Income Borrower,0,0.2789697,Medium, Manual Review,0
20078,27,34152,RENT,5.0,MEDICAL,C,5000,13.79,0.15,N,10,Cautious Low-Income Borrower,0,0.44584918,Medium, Manual Review,0
20079,28,42000,MORTGAGE,13.0,PERSONAL,D,8500,14.96,0.2,N,10,At-Risk Young Borrower,1,0.24329463,Low, Auto-Approve,0
20080,35,34868,RENT,14.0,MEDICAL,E,5000,6.0,0.14,N,6,Cautious Low-Income Borrower,0,0.83067435,Very High, Decline or Refer to Counselling,1
20081,31,35000,RENT,3.0,VENTURE,B,5000,10.65,0.14,N,5,Cautious Low-Income Borrower,0,0.008523766,Low, Auto-Approve,0
20082,28,29000,RENT,1.0,PERSONAL,C,5000,15.96,0.17,Y,7,At-Risk Young Borrower,1,0.7321317,Very High, Decline or Refer to Counselling,1
20083,33,35000,RENT,0.0,PERSONAL,A,5000,8.9,0.14,N,5,Cautious Low-Income Borrower,0,0.09532797,Low, Auto-Approve,0
20084,27,35000,RENT,9.0,DEBTCONSOLIDATION,B,5000,11.49,0.14,N,8,Cautious Low-Income Borrower,0,0.28639004,Medium, Manual Review,0
20085,29,35000,RENT,1.0,MEDICAL,A,5000,7.49,0.14,N,9,Cautious Low-Income Borrower,0,0.12213086,Low, Auto-Approve,0
20086,27,35004,RENT,7.0,MEDICAL,B,5000,10.75,0.14,N,8,Cautious Low-Income Borrower,0,0.14472947,Low, Auto-Approve,0
20087,32,42000,OWN,0.0,PERSONAL,B,10400,11.14,0.25,N,9,At-Risk Young Borrower,1,0.001464117,Low, Auto-Approve,0
20088,27,36000,MORTGAGE,9.0,DEBTCONSOLIDATION,E,15200,16.35,0.42,Y,6,At-Risk Young Borrower,1,0.9685081,Very High, Decline or Refer to Counselling,1
20089,35,36000,RENT,3.0,DEBTCONSOLIDATION,A,5000,7.51,0.14,N,5,Cautious Low-Income Borrower,0,0.08166658,Low, Auto-Approve,0
20090,32,42000,MORTGAGE,3.0,VENTURE,A,9000,7.74,0.21,N,8,Cautious Low-Income Borrower,0,0.009089254,Low, Auto-Approve,0
20091,29,42000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,2500,7.74,0.06,N,7,Cautious Low-Income Borrower,0,0.22516407,Low, Auto-Approve,0
20092,27,30000,RENT,2.0,DEBTCONSOLIDATION,E,5000,17.99,0.17,Y,10,At-Risk Young Borrower,1,0.98747766,Very High, Decline or Refer to Counselling,1
20093,29,42000,MORTGAGE,9.0,EDUCATION,B,8500,10.95,0.2,N,6,Cautious Low-Income Borrower,0,0.23369397,Low, Auto-Approve,0
20094,27,36000,RENT,5.0,EDUCATION,B,5000,9.63,0.14,N,8,Cautious Low-Income Borrower,0,0.24569212,Low, Auto-Approve,0
20095,28,42000,OWN,1.0,VENTURE,C,15000,13.47,0.36,N,9,At-Risk Young Borrower,1,0.0034641412,Low, Auto-Approve,0
20096,31,36000,RENT,2.0,MEDICAL,B,5000,10.36,0.14,N,9,Cautious Low-Income Borrower,0,0.195621,Low, Auto-Approve,0
20097,30,36000,RENT,2.0,VENTURE,B,5000,10.75,0.14,N,5,Cautious Low-Income Borrower,0,0.024708081,Low, Auto-Approve,0
20098,32,36000,RENT,2.0,VENTURE,B,5000,11.83,0.14,N,10,Cautious Low-Income Borrower,0,0.08908631,Low, Auto-Approve,0
20099,29,36000,RENT,0.0,MEDICAL,C,5000,13.48,0.14,Y,5,Cautious Low-Income Borrower,0,0.29330844,Medium, Manual Review,0
20100,27,42000,MORTGAGE,2.0,VENTURE,C,20000,12.84,0.48,Y,7,At-Risk Young Borrower,1,0.35762683,Medium, Manual Review,0
20101,28,42000,OWN,2.0,MEDICAL,C,6000,12.84,0.14,N,9,Cautious Low-Income Borrower,0,0.0025001264,Low, Auto-Approve,0
20102,30,36933,RENT,2.0,PERSONAL,C,5000,11.91,0.14,Y,6,Cautious Low-Income Borrower,0,0.42791188,Medium, Manual Review,0
20103,32,42000,OWN,15.0,MEDICAL,B,1800,10.2,0.04,N,9,Cautious Low-Income Borrower,0,0.006101936,Low, Auto-Approve,0
20104,29,42000,MORTGAGE,0.0,VENTURE,A,7500,7.49,0.18,N,9,Cautious Low-Income Borrower,0,0.009176653,Low, Auto-Approve,0
20105,32,37000,RENT,0.0,VENTURE,B,5000,11.49,0.14,N,7,Cautious Low-Income Borrower,0,0.04865143,Low, Auto-Approve,0
20106,32,37000,RENT,3.0,EDUCATION,B,5000,9.62,0.14,N,7,Cautious Low-Income Borrower,0,0.17459619,Low, Auto-Approve,0
20107,27,36000,MORTGAGE,0.0,EDUCATION,A,6825,8.32,0.19,N,9,Cautious Low-Income Borrower,0,0.24225113,Low, Auto-Approve,1
20108,32,37300,RENT,2.0,VENTURE,B,5000,12.53,0.13,N,9,Cautious Low-Income Borrower,0,0.06611338,Low, Auto-Approve,0
20109,32,37500,RENT,6.0,MEDICAL,A,5000,6.03,0.13,N,9,Cautious Low-Income Borrower,0,0.1014908,Low, Auto-Approve,0
20110,27,31513,RENT,11.0,HOMEIMPROVEMENT,A,5000,6.62,0.16,N,7,Cautious Low-Income Borrower,0,0.9318087,Very High, Decline or Refer to Counselling,1
20111,28,36000,MORTGAGE,5.0,MEDICAL,E,15450,16.795,0.43,N,8,At-Risk Young Borrower,1,0.9434753,Very High, Decline or Refer to Counselling,1
20112,32,37992,RENT,3.0,VENTURE,E,5000,16.35,0.13,N,5,Cautious Low-Income Borrower,0,0.4812325,Medium, Manual Review,0
20113,32,32000,RENT,6.0,DEBTCONSOLIDATION,D,5000,18.25,0.16,Y,7,At-Risk Young Borrower,1,0.97917867,Very High, Decline or Refer to Counselling,1
20114,27,36082,MORTGAGE,5.0,EDUCATION,A,5000,6.62,0.14,N,9,Cautious Low-Income Borrower,0,0.2732319,Medium, Manual Review,1
20115,29,32000,RENT,1.0,PERSONAL,D,5000,14.84,0.16,N,8,Cautious Low-Income Borrower,0,0.9800602,Very High, Decline or Refer to Counselling,1
20116,29,42108,OWN,0.0,EDUCATION,A,2500,8.0,0.06,N,5,Cautious Low-Income Borrower,0,0.005124769,Low, Auto-Approve,0
20117,29,38000,RENT,0.0,MEDICAL,B,5000,11.36,0.13,N,5,Cautious Low-Income Borrower,0,0.11112199,Low, Auto-Approve,0
20118,27,42162,OTHER,11.0,VENTURE,A,2400,7.74,0.06,N,8,Cautious Low-Income Borrower,0,0.011062594,Low, Auto-Approve,0
20119,28,42200,MORTGAGE,5.0,VENTURE,B,13200,11.48,0.31,N,8,At-Risk Young Borrower,1,0.1396134,Low, Auto-Approve,0
20120,29,32000,RENT,1.0,HOMEIMPROVEMENT,D,5000,15.31,0.16,N,10,Cautious Low-Income Borrower,0,0.9929497,Very High, Decline or Refer to Counselling,1
20121,27,38004,RENT,8.0,MEDICAL,A,5000,9.63,0.13,N,10,Cautious Low-Income Borrower,0,0.18154909,Low, Auto-Approve,0
20122,28,42240,OWN,2.0,MEDICAL,B,12000,11.86,0.28,N,6,At-Risk Young Borrower,1,0.001503303,Low, Auto-Approve,0
20123,27,38250,RENT,1.0,MEDICAL,A,5000,7.51,0.13,N,5,Cautious Low-Income Borrower,0,0.08053971,Low, Auto-Approve,0
20124,32,38300,RENT,4.0,MEDICAL,B,5000,10.25,0.13,N,9,Cautious Low-Income Borrower,0,0.1411736,Low, Auto-Approve,0
20125,28,38400,RENT,3.0,DEBTCONSOLIDATION,C,5000,13.49,0.13,Y,6,Cautious Low-Income Borrower,0,0.1666547,Low, Auto-Approve,0
20126,31,42300,OWN,15.0,VENTURE,A,2000,6.92,0.05,N,9,Cautious Low-Income Borrower,0,0.00053428044,Low, Auto-Approve,0
20127,28,38400,RENT,3.0,EDUCATION,C,5000,13.48,0.13,N,5,Cautious Low-Income Borrower,0,0.15014082,Low, Auto-Approve,0
20128,27,38400,RENT,6.0,MEDICAL,B,5000,9.88,0.13,N,10,Cautious Low-Income Borrower,0,0.13708243,Low, Auto-Approve,0
20129,33,38500,RENT,1.0,DEBTCONSOLIDATION,A,5000,7.14,0.13,N,10,Cautious Low-Income Borrower,0,0.05593968,Low, Auto-Approve,0
20130,28,39000,RENT,3.0,VENTURE,B,5000,10.25,0.13,N,10,Cautious Low-Income Borrower,0,0.055747088,Low, Auto-Approve,0
20131,27,42500,MORTGAGE,4.0,DEBTCONSOLIDATION,C,8000,13.06,0.19,N,5,Cautious Low-Income Borrower,0,0.21773463,Low, Auto-Approve,0
20132,28,39516,RENT,0.0,EDUCATION,C,5000,12.87,0.13,N,10,Cautious Low-Income Borrower,0,0.38489464,Medium, Manual Review,0
20133,34,39996,RENT,1.0,PERSONAL,A,5000,7.51,0.13,N,6,Cautious Low-Income Borrower,0,0.04583196,Low, Auto-Approve,0
20134,27,40000,RENT,9.0,PERSONAL,A,5000,8.49,0.13,N,8,Cautious Low-Income Borrower,0,0.15297902,Low, Auto-Approve,0
20135,27,40000,RENT,1.0,MEDICAL,B,5000,11.99,0.13,N,9,Cautious Low-Income Borrower,0,0.07579968,Low, Auto-Approve,0
20136,27,40000,RENT,3.0,EDUCATION,A,5000,7.29,0.13,N,5,Cautious Low-Income Borrower,0,0.021923833,Low, Auto-Approve,0
20137,35,34000,RENT,7.0,EDUCATION,D,5000,16.32,0.15,N,6,Cautious Low-Income Borrower,0,0.64778566,High,  Senior Review + Collateral Check,1
20138,28,34000,RENT,1.0,VENTURE,C,5000,14.26,0.15,Y,9,Cautious Low-Income Borrower,0,0.8000016,Very High, Decline or Refer to Counselling,1
20139,34,40000,RENT,2.0,VENTURE,B,5000,12.53,0.13,N,10,Cautious Low-Income Borrower,0,0.018929098,Low, Auto-Approve,0
20140,35,34000,RENT,0.0,DEBTCONSOLIDATION,E,5000,15.45,0.15,Y,6,Cautious Low-Income Borrower,0,0.99540496,Very High, Decline or Refer to Counselling,1
20141,31,40000,RENT,0.0,VENTURE,B,5000,9.45,0.13,N,10,Cautious Low-Income Borrower,0,0.0063101538,Low, Auto-Approve,0
20142,34,42994,OWN,7.0,EDUCATION,D,7675,13.87,0.18,N,8,Cautious Low-Income Borrower,0,0.0046141255,Low, Auto-Approve,0
20143,27,34040,RENT,3.0,MEDICAL,B,5000,10.25,0.15,N,10,Cautious Low-Income Borrower,0,0.4875489,Medium, Manual Review,1
20144,27,40752,RENT,6.0,MEDICAL,C,5000,13.49,0.12,N,8,Cautious Low-Income Borrower,0,0.15642379,Low, Auto-Approve,0
20145,35,40800,RENT,5.0,VENTURE,A,5000,6.54,0.12,N,5,Cautious Low-Income Borrower,0,0.0036019804,Low, Auto-Approve,0
20146,27,34900,RENT,3.0,MEDICAL,E,5000,16.7,0.14,Y,9,Cautious Low-Income Borrower,0,0.9652034,Very High, Decline or Refer to Counselling,1
20147,28,35000,RENT,0.0,HOMEIMPROVEMENT,A,5000,8.9,0.14,N,9,Cautious Low-Income Borrower,0,0.6980816,High,  Senior Review + Collateral Check,1
20148,29,41000,RENT,3.0,PERSONAL,B,5000,11.49,0.12,N,9,Cautious Low-Income Borrower,0,0.36617726,Medium, Manual Review,0
20149,31,41004,RENT,5.0,MEDICAL,D,5000,15.28,0.12,N,10,Cautious Low-Income Borrower,0,0.9245113,Very High, Decline or Refer to Counselling,0
20150,34,41600,RENT,0.0,PERSONAL,B,5000,10.65,0.12,N,6,Cautious Low-Income Borrower,0,0.12264206,Low, Auto-Approve,0
20151,28,42000,RENT,4.0,MEDICAL,A,5000,5.42,0.12,N,5,Cautious Low-Income Borrower,0,0.05416689,Low, Auto-Approve,0
20152,29,42000,RENT,3.0,MEDICAL,D,5000,15.99,0.12,Y,6,Cautious Low-Income Borrower,0,0.95721704,Very High, Decline or Refer to Counselling,0
20153,35,42000,RENT,6.0,MEDICAL,A,5000,6.99,0.12,N,10,Cautious Low-Income Borrower,0,0.0517412,Low, Auto-Approve,0
20154,34,42000,RENT,17.0,VENTURE,B,5000,10.99,0.12,N,5,Cautious Low-Income Borrower,0,0.019154202,Low, Auto-Approve,0
20155,27,42000,RENT,1.0,PERSONAL,B,5000,10.99,0.12,N,10,Cautious Low-Income Borrower,0,0.19254805,Low, Auto-Approve,0
20156,28,43000,MORTGAGE,6.0,VENTURE,A,15000,6.03,0.35,N,5,At-Risk Young Borrower,1,0.07367046,Low, Auto-Approve,0
20157,27,42000,RENT,7.0,MEDICAL,B,5000,11.11,0.12,N,9,Cautious Low-Income Borrower,0,0.26696697,Medium, Manual Review,0
20158,27,42000,RENT,7.0,DEBTCONSOLIDATION,A,5000,5.42,0.12,N,5,Cautious Low-Income Borrower,0,0.14166063,Low, Auto-Approve,0
20159,31,42000,RENT,3.0,MEDICAL,B,5000,11.86,0.12,N,9,Cautious Low-Income Borrower,0,0.23956075,Low, Auto-Approve,0
20160,30,42000,RENT,2.0,MEDICAL,B,5000,10.99,0.12,N,7,Cautious Low-Income Borrower,0,0.1434534,Low, Auto-Approve,0
20161,28,43000,MORTGAGE,11.0,PERSONAL,C,5000,12.99,0.12,Y,5,Cautious Low-Income Borrower,0,0.4122577,Medium, Manual Review,0
20162,29,42000,RENT,1.0,PERSONAL,A,5000,7.49,0.12,N,6,Cautious Low-Income Borrower,0,0.10404138,Low, Auto-Approve,0
20163,32,42000,RENT,4.0,DEBTCONSOLIDATION,B,5000,10.08,0.12,N,9,Cautious Low-Income Borrower,0,0.17560911,Low, Auto-Approve,0
20164,28,42016,RENT,3.0,MEDICAL,B,5000,10.36,0.12,N,5,Cautious Low-Income Borrower,0,0.154466,Low, Auto-Approve,0
20165,27,42072,RENT,3.0,VENTURE,B,5000,11.49,0.12,N,10,Cautious Low-Income Borrower,0,0.06543775,Low, Auto-Approve,0
20166,31,42100,RENT,4.0,DEBTCONSOLIDATION,B,5000,10.36,0.12,N,9,Cautious Low-Income Borrower,0,0.17074229,Low, Auto-Approve,0
20167,32,36500,RENT,2.0,HOMEIMPROVEMENT,A,5000,6.91,0.14,N,5,Cautious Low-Income Borrower,0,0.657017,High,  Senior Review + Collateral Check,1
20168,27,43000,MORTGAGE,11.0,VENTURE,A,17500,7.29,0.41,N,7,At-Risk Young Borrower,1,0.04893222,Low, Auto-Approve,0
20169,27,42996,RENT,1.0,MEDICAL,C,5000,13.61,0.12,N,6,Cautious Low-Income Borrower,0,0.18478483,Low, Auto-Approve,0
20170,28,43000,RENT,12.0,MEDICAL,B,5000,11.71,0.12,N,9,Cautious Low-Income Borrower,0,0.31439948,Medium, Manual Review,0
20171,31,43000,RENT,1.0,MEDICAL,B,5000,9.99,0.12,N,10,Cautious Low-Income Borrower,0,0.118426986,Low, Auto-Approve,0
20172,30,43000,RENT,0.0,VENTURE,B,5000,9.62,0.12,N,9,Cautious Low-Income Borrower,0,0.013372784,Low, Auto-Approve,0
20173,28,43000,MORTGAGE,4.0,MEDICAL,A,13800,6.91,0.32,N,6,At-Risk Young Borrower,1,0.17979045,Low, Auto-Approve,0
20174,33,43000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,10000,13.35,0.23,Y,10,At-Risk Young Borrower,1,0.26963606,Medium, Manual Review,0
20175,28,38000,RENT,7.0,PERSONAL,C,5000,13.49,0.13,N,6,Cautious Low-Income Borrower,0,0.33629292,Medium, Manual Review,1
20176,28,44000,RENT,7.0,DEBTCONSOLIDATION,A,5000,5.42,0.11,N,7,Cautious Low-Income Borrower,0,0.45497495,Medium, Manual Review,0
20177,35,44908,RENT,6.0,EDUCATION,A,5000,6.92,0.11,N,7,Cautious Low-Income Borrower,0,0.18701816,Low, Auto-Approve,0
20178,27,43000,OWN,11.0,EDUCATION,A,15000,7.51,0.35,N,5,At-Risk Young Borrower,1,0.003051065,Low, Auto-Approve,0
20179,35,39000,RENT,8.0,MEDICAL,B,5000,9.99,0.13,N,6,Cautious Low-Income Borrower,0,0.25702462,Medium, Manual Review,1
20180,28,39000,RENT,6.0,DEBTCONSOLIDATION,A,5000,5.99,0.13,N,7,Cautious Low-Income Borrower,0,0.47503883,Medium, Manual Review,1
20181,28,43000,MORTGAGE,12.0,HOMEIMPROVEMENT,C,12000,13.48,0.28,N,6,At-Risk Young Borrower,1,0.346593,Medium, Manual Review,0
20182,34,43000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,11000,7.88,0.26,N,10,At-Risk Young Borrower,1,0.09054401,Low, Auto-Approve,0
20183,32,43000,MORTGAGE,6.0,VENTURE,A,12000,7.88,0.28,N,7,At-Risk Young Borrower,1,0.0067868233,Low, Auto-Approve,0
20184,31,45000,RENT,2.0,VENTURE,C,5000,13.35,0.11,N,8,Cautious Low-Income Borrower,0,0.2555519,Medium, Manual Review,0
20185,32,39000,RENT,5.0,MEDICAL,D,5000,14.09,0.13,N,10,Cautious Low-Income Borrower,0,0.9570887,Very High, Decline or Refer to Counselling,1
20186,32,45000,RENT,1.0,DEBTCONSOLIDATION,B,5000,10.36,0.11,N,5,Cautious Low-Income Borrower,0,0.1570665,Low, Auto-Approve,0
20187,32,45000,RENT,1.0,PERSONAL,A,5000,7.88,0.11,N,10,Cautious Low-Income Borrower,0,0.109095365,Low, Auto-Approve,0
20188,28,45000,RENT,2.0,PERSONAL,C,5000,12.73,0.11,N,7,Cautious Low-Income Borrower,0,0.2827957,Medium, Manual Review,0
20189,28,43000,MORTGAGE,12.0,HOMEIMPROVEMENT,A,8000,9.32,0.19,N,10,Cautious Low-Income Borrower,0,0.22707543,Low, Auto-Approve,0
20190,33,45360,RENT,3.0,PERSONAL,D,5000,15.99,0.11,N,6,Cautious Low-Income Borrower,0,0.5180345,High,  Senior Review + Collateral Check,0
20191,27,45500,RENT,2.0,EDUCATION,B,5000,11.71,0.11,N,5,Cautious Low-Income Borrower,0,0.17891197,Low, Auto-Approve,0
20192,29,43000,MORTGAGE,13.0,MEDICAL,A,10000,8.0,0.23,N,9,Cautious Low-Income Borrower,0,0.15405868,Low, Auto-Approve,0
20193,28,37000,MORTGAGE,3.0,HOMEIMPROVEMENT,C,6000,12.53,0.16,N,9,Cautious Low-Income Borrower,0,0.51641047,High,  Senior Review + Collateral Check,1
20194,30,46044,RENT,4.0,MEDICAL,B,5000,10.99,0.11,N,9,Cautious Low-Income Borrower,0,0.21390408,Low, Auto-Approve,0
20195,31,43200,MORTGAGE,0.0,VENTURE,A,3000,8.9,0.07,N,6,Cautious Low-Income Borrower,0,0.016141692,Low, Auto-Approve,0
20196,29,47000,RENT,2.0,PERSONAL,B,5000,10.62,0.11,N,7,Cautious Low-Income Borrower,0,0.19328822,Low, Auto-Approve,0
20197,31,41000,RENT,1.0,EDUCATION,D,5000,16.07,0.12,N,9,Cautious Low-Income Borrower,0,0.9825507,Very High, Decline or Refer to Counselling,1
20198,30,43200,MORTGAGE,5.0,HOMEIMPROVEMENT,C,4200,13.49,0.1,Y,7,Cautious Low-Income Borrower,0,0.46364954,Medium, Manual Review,0
20199,27,43200,OWN,2.0,VENTURE,B,5000,12.69,0.12,N,8,Cautious Low-Income Borrower,0,0.0006984363,Low, Auto-Approve,0
20200,34,47000,RENT,7.0,EDUCATION,C,5000,12.73,0.11,N,6,Cautious Low-Income Borrower,0,0.3529145,Medium, Manual Review,0
20201,33,43200,MORTGAGE,2.0,DEBTCONSOLIDATION,A,5000,7.51,0.12,N,8,Cautious Low-Income Borrower,0,0.0912634,Low, Auto-Approve,0
20202,30,41998,RENT,0.0,HOMEIMPROVEMENT,E,5000,16.0,0.12,N,6,Cautious Low-Income Borrower,0,0.9927543,Very High, Decline or Refer to Counselling,1
20203,27,48000,RENT,3.0,DEBTCONSOLIDATION,B,5000,11.71,0.1,N,7,Cautious Low-Income Borrower,0,0.3070368,Medium, Manual Review,0
20204,32,43200,MORTGAGE,7.0,HOMEIMPROVEMENT,A,15000,7.91,0.35,N,7,At-Risk Young Borrower,1,0.23209731,Low, Auto-Approve,0
20205,31,42000,RENT,2.0,EDUCATION,A,5000,8.49,0.12,N,10,Cautious Low-Income Borrower,0,0.2593422,Medium, Manual Review,1
20206,29,43200,OWN,13.0,PERSONAL,A,4625,5.42,0.11,N,6,Cautious Low-Income Borrower,0,0.0031362576,Low, Auto-Approve,0
20207,30,43200,OWN,6.0,HOMEIMPROVEMENT,B,2000,10.99,0.05,N,9,Cautious Low-Income Borrower,0,0.0038216687,Low, Auto-Approve,0
20208,32,48000,RENT,9.0,PERSONAL,A,5000,6.92,0.1,N,10,Cautious Low-Income Borrower,0,0.18479455,Low, Auto-Approve,0
20209,28,48000,RENT,4.0,EDUCATION,A,5000,7.29,0.1,N,8,Cautious Low-Income Borrower,0,0.14143358,Low, Auto-Approve,0
20210,32,48000,RENT,5.0,DEBTCONSOLIDATION,B,5000,11.49,0.1,N,8,Cautious Low-Income Borrower,0,0.2652487,Medium, Manual Review,0
20211,29,42000,RENT,0.0,HOMEIMPROVEMENT,D,5000,14.96,0.12,N,9,Cautious Low-Income Borrower,0,0.9868103,Very High, Decline or Refer to Counselling,1
20212,28,43200,OWN,5.0,PERSONAL,B,12250,9.99,0.28,N,6,At-Risk Young Borrower,1,0.0011681002,Low, Auto-Approve,0
20213,27,48000,RENT,2.0,MEDICAL,B,5000,11.58,0.1,N,5,Cautious Low-Income Borrower,0,0.21546608,Low, Auto-Approve,0
20214,30,43200,MORTGAGE,14.0,PERSONAL,B,5000,11.36,0.12,N,9,Cautious Low-Income Borrower,0,0.3022995,Medium, Manual Review,0
20215,32,48000,RENT,8.0,DEBTCONSOLIDATION,C,5000,11.97,0.1,Y,10,Cautious Low-Income Borrower,0,0.47732207,Medium, Manual Review,0
20216,29,48504,RENT,0.0,DEBTCONSOLIDATION,C,5000,13.98,0.1,Y,5,Cautious Low-Income Borrower,0,0.3503552,Medium, Manual Review,0
20217,28,48879,RENT,4.0,PERSONAL,B,5000,12.42,0.1,N,7,Cautious Low-Income Borrower,0,0.3784018,Medium, Manual Review,0
20218,28,43344,MORTGAGE,4.0,PERSONAL,B,10000,11.12,0.23,N,9,At-Risk Young Borrower,1,0.11511092,Low, Auto-Approve,0
20219,30,37400,MORTGAGE,6.0,MEDICAL,D,12700,17.27,0.34,N,5,At-Risk Young Borrower,1,0.9563208,Very High, Decline or Refer to Counselling,1
20220,27,43495,MORTGAGE,3.0,EDUCATION,B,10800,10.99,0.25,N,6,At-Risk Young Borrower,1,0.13188225,Low, Auto-Approve,0
20221,28,43500,MORTGAGE,12.0,EDUCATION,B,4000,12.69,0.09,N,8,Cautious Low-Income Borrower,0,0.25253832,Medium, Manual Review,0
20222,28,44000,RENT,0.0,HOMEIMPROVEMENT,C,5000,12.99,0.11,Y,5,Cautious Low-Income Borrower,0,0.9098744,Very High, Decline or Refer to Counselling,1
20223,30,43500,MORTGAGE,5.0,EDUCATION,C,11250,13.61,0.26,Y,9,At-Risk Young Borrower,1,0.44848716,Medium, Manual Review,0
20224,27,43500,MORTGAGE,0.0,MEDICAL,B,1200,10.99,0.03,N,5,Cautious Low-Income Borrower,0,0.24115565,Low, Auto-Approve,0
20225,34,55000,RENT,7.0,VENTURE,A,9000,7.74,0.16,N,6,Cautious Low-Income Borrower,0,0.0028176352,Low, Auto-Approve,0
20226,27,43680,MORTGAGE,3.0,DEBTCONSOLIDATION,B,7000,10.65,0.16,N,10,Cautious Low-Income Borrower,0,0.2865033,Medium, Manual Review,0
20227,33,55070,RENT,0.0,MEDICAL,A,9000,8.49,0.16,N,5,Cautious Low-Income Borrower,0,0.07868698,Low, Auto-Approve,0
20228,29,43680,OWN,0.0,DEBTCONSOLIDATION,D,10000,14.46,0.23,N,8,At-Risk Young Borrower,1,0.05402756,Low, Auto-Approve,0
20229,27,57057,RENT,3.0,VENTURE,C,9000,13.11,0.16,N,5,Cautious Low-Income Borrower,0,0.30118862,Medium, Manual Review,0
20230,29,43800,OWN,13.0,HOMEIMPROVEMENT,A,4800,7.05,0.11,N,7,Cautious Low-Income Borrower,0,0.0056968546,Low, Auto-Approve,0
20231,27,57500,RENT,2.0,DEBTCONSOLIDATION,C,9000,11.97,0.16,Y,9,Cautious Low-Income Borrower,0,0.3735876,Medium, Manual Review,0
20232,27,43900,MORTGAGE,2.0,PERSONAL,B,14000,10.38,0.32,N,10,At-Risk Young Borrower,1,0.45785627,Medium, Manual Review,0
20233,27,53321,RENT,11.0,MEDICAL,D,9000,15.58,0.17,Y,7,At-Risk Young Borrower,1,0.9666736,Very High, Decline or Refer to Counselling,1
20234,29,43958,MORTGAGE,3.0,VENTURE,A,7000,7.49,0.16,N,8,Cautious Low-Income Borrower,0,0.014600397,Low, Auto-Approve,0
20235,29,59520,RENT,13.0,HOMEIMPROVEMENT,A,9000,5.42,0.15,N,9,Cautious Low-Income Borrower,0,0.22889315,Low, Auto-Approve,0
20236,33,60000,RENT,3.0,PERSONAL,A,9000,8.49,0.15,N,5,Cautious Low-Income Borrower,0,0.045210887,Low, Auto-Approve,0
20237,31,60000,RENT,3.0,MEDICAL,C,9000,13.06,0.15,N,7,Cautious Low-Income Borrower,0,0.09162079,Low, Auto-Approve,0
20238,33,44000,MORTGAGE,17.0,VENTURE,A,16000,7.9,0.36,N,10,At-Risk Young Borrower,1,0.045491043,Low, Auto-Approve,0
20239,35,54000,RENT,1.0,MEDICAL,D,9000,14.46,0.17,N,9,Cautious Low-Income Borrower,0,0.9878807,Very High, Decline or Refer to Counselling,1
20240,29,60000,RENT,7.0,EDUCATION,C,9000,13.61,0.15,N,9,Cautious Low-Income Borrower,0,0.09624789,Low, Auto-Approve,0
20241,28,44000,MORTGAGE,12.0,MEDICAL,B,8000,10.59,0.18,N,6,Cautious Low-Income Borrower,0,0.33058926,Medium, Manual Review,0
